,mid,sex,age,income,province,city,l_province,l_city,l_area,app_freq,label_freq,op,m
16,P_7925911DA0CFCJYO,1,38,1,北京,北京,,,,"{""66"":{""daycount"":2,""pv"":43,""freq"":2},""1488"":{""daycount"":5,""pv"":62,""freq"":2},""2995"":{""daycount"":1,""pv"":5,""freq"":3},""3328"":{""daycount"":9,""pv"":170,""freq"":1},""1584"":{""daycount"":2,""pv"":9,""freq"":2},""1122"":{""daycount"":5,""pv"":123,""freq"":1},""2059"":{""daycount"":1,""pv"":3,""freq"":3},""381"":{""daycount"":1,""pv"":59,""freq"":2},""383"":{""daycount"":23,""pv"":4879,""freq"":3},""1206"":{""daycount"":1,""pv"":6,""freq"":3},""2836"":{""daycount"":4,""pv"":63,""freq"":2},""465"":{""daycount"":3,""pv"":8,""freq"":3},""3090"":{""daycount"":2,""pv"":8,""freq"":3},""743"":{""daycount"":2,""pv"":10,""freq"":3},""307"":{""daycount"":1,""pv"":17,""freq"":3},""747"":{""daycount"":2,""pv"":15,""freq"":3},""1274"":{""daycount"":1,""pv"":11,""freq"":2},""1252"":{""daycount"":3,""pv"":23,""freq"":2},""748"":{""daycount"":1,""pv"":14,""freq"":3},""949"":{""daycount"":1,""pv"":2,""freq"":3},""1292"":{""daycount"":2,""pv"":93,""freq"":2},""56"":{""daycount"":16,""pv"":233,""freq"":2},""3336"":{""daycount"":2,""pv"":9,""freq"":2},""1573"":{""daycount"":23,""pv"":256,""freq"":2},""1550"":{""daycount"":1,""pv"":3,""freq"":3},""3115"":{""daycount"":5,""pv"":34,""freq"":1},""3058"":{""daycount"":3,""pv"":25,""freq"":2},""1759"":{""daycount"":1,""pv"":2,""freq"":3},""532"":{""daycount"":13,""pv"":116,""freq"":2},""877"":{""daycount"":2,""pv"":16,""freq"":3},""756"":{""daycount"":2,""pv"":15,""freq"":2},""2372"":{""daycount"":1,""pv"":3,""freq"":3},""80"":{""daycount"":7,""pv"":22,""freq"":1},""1480"":{""daycount"":5,""pv"":43,""freq"":2},""1163"":{""daycount"":2,""pv"":33,""freq"":2},""400015"":{""daycount"":3,""pv"":53,""freq"":2},""1281"":{""daycount"":1,""pv"":4,""freq"":3}}","{""65"":{""daycount"":2,""pv"":10,""freq"":3},""88"":{""daycount"":2,""pv"":15,""freq"":3},""24"":{""daycount"":3,""pv"":25,""freq"":3},""26"":{""daycount"":5,""pv"":62,""freq"":2},""28"":{""daycount"":2,""pv"":9,""freq"":3},""29"":{""daycount"":16,""pv"":233,""freq"":2},""101"":{""daycount"":1,""pv"":4,""freq"":3},""145"":{""daycount"":10,""pv"":70,""freq"":1},""2"":{""daycount"":9,""pv"":170,""freq"":1},""144"":{""daycount"":2,""pv"":76,""freq"":3},""147"":{""daycount"":5,""pv"":186,""freq"":1},""4"":{""daycount"":1,""pv"":17,""freq"":3},""105"":{""daycount"":4,""pv"":22,""freq"":3},""6"":{""daycount"":14,""pv"":118,""freq"":2},""107"":{""daycount"":2,""pv"":15,""freq"":1},""90"":{""daycount"":3,""pv"":15,""freq"":3},""95"":{""daycount"":23,""pv"":5158,""freq"":3},""97"":{""daycount"":1,""pv"":17,""freq"":3},""31"":{""daycount"":3,""pv"":11,""freq"":3},""99"":{""daycount"":3,""pv"":23,""freq"":2},""11"":{""daycount"":1,""pv"":3,""freq"":3},""16"":{""daycount"":2,""pv"":93,""freq"":2},""18"":{""daycount"":4,""pv"":111,""freq"":2},""150"":{""daycount"":5,""pv"":34,""freq"":2},""134"":{""daycount"":2,""pv"":16,""freq"":3},""113"":{""daycount"":2,""pv"":6,""freq"":3},""139"":{""daycount"":1,""pv"":59,""freq"":3},""42"":{""daycount"":2,""pv"":10,""freq"":2},""20"":{""daycount"":1,""pv"":11,""freq"":3},""64"":{""daycount"":2,""pv"":10,""freq"":2}}",liantong,201909
17,P_7925911DAATQJRHZ,0,29,5,北京,北京,广东,广州,越秀区,"{""1367"":{""daycount"":11,""pv"":189,""freq"":2},""1568"":{""daycount"":1,""pv"":2,""freq"":3},""1146"":{""daycount"":1,""pv"":52,""freq"":2},""3343"":{""daycount"":15,""pv"":120,""freq"":1},""383"":{""daycount"":20,""pv"":4180,""freq"":3},""100"":{""daycount"":1,""pv"":4,""freq"":3},""300030"":{""daycount"":16,""pv"":118,""freq"":2},""3090"":{""daycount"":15,""pv"":1094,""freq"":1},""2064"":{""daycount"":2,""pv"":10,""freq"":3},""3375"":{""daycount"":14,""pv"":1643,""freq"":1},""2088"":{""daycount"":3,""pv"":12,""freq"":2},""848"":{""daycount"":5,""pv"":21,""freq"":2},""1171"":{""daycount"":6,""pv"":251,""freq"":2},""3336"":{""daycount"":1,""pv"":4,""freq"":3},""79"":{""daycount"":1,""pv"":6,""freq"":2},""1232"":{""daycount"":1,""pv"":68,""freq"":2},""1573"":{""daycount"":11,""pv"":100,""freq"":3},""1473"":{""daycount"":6,""pv"":89,""freq"":2},""1550"":{""daycount"":11,""pv"":129,""freq"":1},""500051"":{""daycount"":2,""pv"":200,""freq"":1},""2009"":{""daycount"":5,""pv"":44,""freq"":2},""1756"":{""daycount"":7,""pv"":432,""freq"":2},""332"":{""daycount"":4,""pv"":256,""freq"":1},""532"":{""daycount"":11,""pv"":135,""freq"":2},""300020"":{""daycount"":1,""pv"":10,""freq"":1},""415"":{""daycount"":3,""pv"":32,""freq"":2}}","{""26"":{""daycount"":6,""pv"":251,""freq"":2},""28"":{""daycount"":7,""pv"":95,""freq"":2},""29"":{""daycount"":1,""pv"":52,""freq"":3},""101"":{""daycount"":1,""pv"":6,""freq"":3},""148"":{""daycount"":15,""pv"":120,""freq"":1},""6"":{""daycount"":11,""pv"":135,""freq"":2},""90"":{""daycount"":5,""pv"":21,""freq"":2},""91"":{""daycount"":11,""pv"":189,""freq"":2},""93"":{""daycount"":1,""pv"":68,""freq"":3},""95"":{""daycount"":20,""pv"":4280,""freq"":3},""96"":{""daycount"":14,""pv"":1643,""freq"":1},""97"":{""daycount"":1,""pv"":6,""freq"":3},""31"":{""daycount"":17,""pv"":1223,""freq"":2},""33"":{""daycount"":2,""pv"":10,""freq"":3},""134"":{""daycount"":4,""pv"":256,""freq"":2},""158"":{""daycount"":5,""pv"":44,""freq"":2},""113"":{""daycount"":3,""pv"":12,""freq"":3},""135"":{""daycount"":7,""pv"":464,""freq"":2},""139"":{""daycount"":1,""pv"":4,""freq"":3},""86"":{""daycount"":1,""pv"":68,""freq"":2}}",liantong,201909
18,P_7925911DB1DRDLXJ,0,32,5,北京,北京,北京市,北京,朝阳区,"{""1488"":{""daycount"":1,""pv"":4,""freq"":3},""1927"":{""daycount"":1,""pv"":4,""freq"":3},""383"":{""daycount"":4,""pv"":305,""freq"":3},""300030"":{""daycount"":8,""pv"":85,""freq"":2},""3090"":{""daycount"":2,""pv"":8,""freq"":3},""2780"":{""daycount"":1,""pv"":5,""freq"":2},""1730"":{""daycount"":1,""pv"":3,""freq"":3},""1755"":{""daycount"":1,""pv"":3,""freq"":3},""1234"":{""daycount"":6,""pv"":32,""freq"":2},""1756"":{""daycount"":1,""pv"":9,""freq"":3}}","{""88"":{""daycount"":6,""pv"":32,""freq"":3},""26"":{""daycount"":1,""pv"":4,""freq"":3},""95"":{""daycount"":4,""pv"":305,""freq"":3},""31"":{""daycount"":2,""pv"":8,""freq"":3},""136"":{""daycount"":1,""pv"":4,""freq"":3},""135"":{""daycount"":1,""pv"":20,""freq"":3},""216"":{""daycount"":1,""pv"":5,""freq"":3}}",liantong,201909
19,P_7925911DD4BRZBAP,0,35,4,北京,北京,北京市,北京,朝阳区,"{""2822"":{""daycount"":3,""pv"":20,""freq"":1},""1633"":{""daycount"":3,""pv"":34,""freq"":2},""1573"":{""daycount"":22,""pv"":296,""freq"":2},""2730"":{""daycount"":2,""pv"":17,""freq"":3},""1695"":{""daycount"":2,""pv"":6,""freq"":2},""2883"":{""daycount"":2,""pv"":53,""freq"":2},""1719"":{""daycount"":23,""pv"":68,""freq"":1},""2835"":{""daycount"":14,""pv"":154,""freq"":2},""383"":{""daycount"":23,""pv"":13151,""freq"":2},""1569"":{""daycount"":3,""pv"":6,""freq"":3},""1913"":{""daycount"":3,""pv"":32,""freq"":2},""673"":{""daycount"":1,""pv"":12,""freq"":2},""672"":{""daycount"":2,""pv"":57,""freq"":2},""862"":{""daycount"":14,""pv"":316,""freq"":2},""532"":{""daycount"":1,""pv"":3,""freq"":3},""3090"":{""daycount"":1,""pv"":1,""freq"":3},""479"":{""daycount"":3,""pv"":12,""freq"":2},""511"":{""daycount"":21,""pv"":138,""freq"":1},""678"":{""daycount"":15,""pv"":208,""freq"":1},""2064"":{""daycount"":16,""pv"":57,""freq"":2},""2176"":{""daycount"":2,""pv"":20,""freq"":2},""3021"":{""daycount"":2,""pv"":5,""freq"":3},""748"":{""daycount"":1,""pv"":7,""freq"":3},""949"":{""daycount"":3,""pv"":10,""freq"":2}}","{""33"":{""daycount"":23,""pv"":125,""freq"":2},""88"":{""daycount"":15,""pv"":336,""freq"":2},""18"":{""daycount"":15,""pv"":208,""freq"":1},""194"":{""daycount"":2,""pv"":17,""freq"":3},""141"":{""daycount"":3,""pv"":32,""freq"":2},""134"":{""daycount"":3,""pv"":6,""freq"":3},""222"":{""daycount"":14,""pv"":154,""freq"":2},""144"":{""daycount"":2,""pv"":70,""freq"":3},""113"":{""daycount"":3,""pv"":10,""freq"":3},""124"":{""daycount"":1,""pv"":12,""freq"":2},""135"":{""daycount"":14,""pv"":154,""freq"":2},""105"":{""daycount"":1,""pv"":7,""freq"":3},""148"":{""daycount"":2,""pv"":57,""freq"":2},""6"":{""daycount"":15,""pv"":211,""freq"":2},""91"":{""daycount"":3,""pv"":12,""freq"":3},""108"":{""daycount"":3,""pv"":34,""freq"":2},""95"":{""daycount"":23,""pv"":13467,""freq"":2},""31"":{""daycount"":21,""pv"":150,""freq"":2}}",liantong,201909
20,P_7925911DF7BREAIS,0,49,4,北京,北京,北京市,北京,房山区,"{""1573"":{""daycount"":11,""pv"":65,""freq"":3},""2298"":{""daycount"":1,""pv"":2,""freq"":3},""2730"":{""daycount"":28,""pv"":1488,""freq"":1},""381"":{""daycount"":19,""pv"":1345,""freq"":1},""1218"":{""daycount"":1,""pv"":8,""freq"":2},""383"":{""daycount"":28,""pv"":6489,""freq"":2},""1613"":{""daycount"":1,""pv"":5,""freq"":3},""242"":{""daycount"":18,""pv"":83,""freq"":2},""673"":{""daycount"":28,""pv"":7844,""freq"":1},""532"":{""daycount"":1,""pv"":3,""freq"":3},""511"":{""daycount"":3,""pv"":15,""freq"":3},""901"":{""daycount"":1,""pv"":14,""freq"":3},""218"":{""daycount"":1,""pv"":11,""freq"":2},""1292"":{""daycount"":1,""pv"":10,""freq"":3},""1171"":{""daycount"":1,""pv"":24,""freq"":3}}","{""44"":{""daycount"":1,""pv"":5,""freq"":3},""26"":{""daycount"":1,""pv"":24,""freq"":3},""16"":{""daycount"":1,""pv"":10,""freq"":3},""18"":{""daycount"":1,""pv"":10,""freq"":3},""29"":{""daycount"":1,""pv"":2,""freq"":3},""194"":{""daycount"":28,""pv"":1488,""freq"":1},""150"":{""daycount"":1,""pv"":11,""freq"":3},""144"":{""daycount"":28,""pv"":1488,""freq"":1},""124"":{""daycount"":28,""pv"":7844,""freq"":1},""135"":{""daycount"":1,""pv"":14,""freq"":3},""102"":{""daycount"":1,""pv"":5,""freq"":3},""6"":{""daycount"":1,""pv"":3,""freq"":3},""139"":{""daycount"":19,""pv"":1353,""freq"":1},""95"":{""daycount"":28,""pv"":6554,""freq"":2},""31"":{""daycount"":18,""pv"":98,""freq"":2}}",liantong,201909
21,P_7925911E02EARBNF,1,51,6,北京,北京,北京市,北京,西城区,"{""66"":{""daycount"":1,""pv"":5,""freq"":3},""400134"":{""daycount"":2,""pv"":4,""freq"":3},""1583"":{""daycount"":1,""pv"":3,""freq"":3},""3343"":{""daycount"":11,""pv"":50,""freq"":1},""2994"":{""daycount"":1,""pv"":2,""freq"":3},""1761"":{""daycount"":4,""pv"":16,""freq"":1},""381"":{""daycount"":1,""pv"":13,""freq"":3},""1328"":{""daycount"":1,""pv"":27,""freq"":3},""383"":{""daycount"":28,""pv"":12485,""freq"":2},""300030"":{""daycount"":29,""pv"":2387,""freq"":1},""465"":{""daycount"":2,""pv"":8,""freq"":3},""3090"":{""daycount"":8,""pv"":64,""freq"":2},""467"":{""daycount"":27,""pv"":277,""freq"":1},""403"":{""daycount"":2,""pv"":8,""freq"":2},""526"":{""daycount"":4,""pv"":50,""freq"":1},""92"":{""daycount"":17,""pv"":120,""freq"":1},""509"":{""daycount"":4,""pv"":10,""freq"":2},""94"":{""daycount"":1,""pv"":9,""freq"":3},""400047"":{""daycount"":1,""pv"":12,""freq"":3},""30"":{""daycount"":3,""pv"":79,""freq"":1},""1292"":{""daycount"":5,""pv"":139,""freq"":1},""1171"":{""daycount"":8,""pv"":88,""freq"":2},""400005"":{""daycount"":2,""pv"":27,""freq"":2},""2247"":{""daycount"":20,""pv"":71,""freq"":1},""3116"":{""daycount"":17,""pv"":193,""freq"":1},""1573"":{""daycount"":17,""pv"":65,""freq"":3},""1572"":{""daycount"":12,""pv"":48,""freq"":1},""1613"":{""daycount"":1,""pv"":3,""freq"":3},""1759"":{""daycount"":15,""pv"":199,""freq"":1},""274"":{""daycount"":1,""pv"":4,""freq"":3},""532"":{""daycount"":20,""pv"":166,""freq"":2},""476"":{""daycount"":1,""pv"":3,""freq"":3},""300041"":{""daycount"":1,""pv"":7,""freq"":2},""754"":{""daycount"":12,""pv"":584,""freq"":1},""511"":{""daycount"":19,""pv"":120,""freq"":2},""931"":{""daycount"":1,""pv"":33,""freq"":2},""678"":{""daycount"":19,""pv"":198,""freq"":1},""3164"":{""daycount"":1,""pv"":18,""freq"":2},""63"":{""daycount"":1,""pv"":5,""freq"":3}}","{""98"":{""daycount"":1,""pv"":4,""freq"":3},""44"":{""daycount"":1,""pv"":3,""freq"":3},""24"":{""daycount"":1,""pv"":27,""freq"":3},""25"":{""daycount"":1,""pv"":3,""freq"":3},""26"":{""daycount"":8,""pv"":88,""freq"":2},""16"":{""daycount"":5,""pv"":139,""freq"":1},""18"":{""daycount"":21,""pv"":337,""freq"":1},""29"":{""daycount"":28,""pv"":348,""freq"":1},""150"":{""daycount"":1,""pv"":33,""freq"":3},""110"":{""daycount"":1,""pv"":2,""freq"":3},""144"":{""daycount"":2,""pv"":19,""freq"":3},""147"":{""daycount"":17,""pv"":392,""freq"":1},""113"":{""daycount"":7,""pv"":21,""freq"":2},""102"":{""daycount"":1,""pv"":3,""freq"":3},""105"":{""daycount"":2,""pv"":8,""freq"":3},""148"":{""daycount"":11,""pv"":50,""freq"":1},""6"":{""daycount"":23,""pv"":563,""freq"":1},""139"":{""daycount"":5,""pv"":63,""freq"":2},""91"":{""daycount"":4,""pv"":16,""freq"":3},""95"":{""daycount"":28,""pv"":12550,""freq"":2},""97"":{""daycount"":12,""pv"":584,""freq"":1},""31"":{""daycount"":25,""pv"":250,""freq"":2}}",liantong,201909
22,P_7925911E15CUGAIW,1,30,4,北京,北京,北京市,北京,丰台区,"{""56"":{""daycount"":2,""pv"":12,""freq"":3},""1683"":{""daycount"":1,""pv"":13,""freq"":3},""1023"":{""daycount"":1,""pv"":4,""freq"":3},""1573"":{""daycount"":9,""pv"":44,""freq"":3},""1234"":{""daycount"":7,""pv"":43,""freq"":2},""500051"":{""daycount"":2,""pv"":6,""freq"":3},""383"":{""daycount"":15,""pv"":1164,""freq"":3},""1206"":{""daycount"":1,""pv"":8,""freq"":3},""1756"":{""daycount"":3,""pv"":11,""freq"":3},""3329"":{""daycount"":2,""pv"":6,""freq"":2},""1759"":{""daycount"":1,""pv"":1,""freq"":3},""2957"":{""daycount"":1,""pv"":13,""freq"":3},""2"":{""daycount"":1,""pv"":3,""freq"":3},""3090"":{""daycount"":5,""pv"":16,""freq"":3},""465"":{""daycount"":1,""pv"":3,""freq"":3},""401"":{""daycount"":1,""pv"":3,""freq"":3},""877"":{""daycount"":2,""pv"":21,""freq"":3},""2064"":{""daycount"":1,""pv"":3,""freq"":3},""600057"":{""daycount"":2,""pv"":6,""freq"":1}}","{""32"":{""daycount"":1,""pv"":3,""freq"":3},""33"":{""daycount"":1,""pv"":3,""freq"":3},""88"":{""daycount"":7,""pv"":43,""freq"":3},""47"":{""daycount"":1,""pv"":3,""freq"":3},""58"":{""daycount"":2,""pv"":6,""freq"":3},""29"":{""daycount"":2,""pv"":12,""freq"":3},""134"":{""daycount"":2,""pv"":25,""freq"":3},""136"":{""daycount"":1,""pv"":13,""freq"":2},""135"":{""daycount"":3,""pv"":11,""freq"":3},""105"":{""daycount"":1,""pv"":3,""freq"":3},""6"":{""daycount"":1,""pv"":1,""freq"":3},""90"":{""daycount"":2,""pv"":21,""freq"":3},""95"":{""daycount"":15,""pv"":1208,""freq"":3},""31"":{""daycount"":5,""pv"":16,""freq"":3}}",liantong,201909
23,P_7925911E51FBEERH,0,40,5,北京,北京,北京市,北京,海淀区,"{""1488"":{""daycount"":19,""pv"":403,""freq"":1},""2139"":{""daycount"":1,""pv"":5,""freq"":3},""2279"":{""daycount"":1,""pv"":4,""freq"":3},""3343"":{""daycount"":2,""pv"":6,""freq"":2},""2059"":{""daycount"":1,""pv"":8,""freq"":2},""1024"":{""daycount"":5,""pv"":39,""freq"":1},""383"":{""daycount"":27,""pv"":18732,""freq"":2},""384"":{""daycount"":1,""pv"":2,""freq"":3},""2"":{""daycount"":2,""pv"":18,""freq"":2},""166"":{""daycount"":1,""pv"":3,""freq"":3},""103"":{""daycount"":1,""pv"":1,""freq"":3},""465"":{""daycount"":10,""pv"":33,""freq"":2},""886"":{""daycount"":1,""pv"":4,""freq"":3},""401"":{""daycount"":1,""pv"":163,""freq"":2},""2064"":{""daycount"":18,""pv"":215,""freq"":1},""505"":{""daycount"":1,""pv"":4,""freq"":3},""747"":{""daycount"":2,""pv"":8,""freq"":3},""449"":{""daycount"":2,""pv"":12,""freq"":3},""1274"":{""daycount"":10,""pv"":54,""freq"":1},""93"":{""daycount"":1,""pv"":9,""freq"":3},""100066"":{""daycount"":1,""pv"":8,""freq"":2},""1292"":{""daycount"":2,""pv"":38,""freq"":2},""1018"":{""daycount"":2,""pv"":49,""freq"":2},""56"":{""daycount"":11,""pv"":2100,""freq"":2},""1694"":{""daycount"":2,""pv"":33,""freq"":2},""1232"":{""daycount"":3,""pv"":56,""freq"":2},""1573"":{""daycount"":23,""pv"":1092,""freq"":1},""1550"":{""daycount"":19,""pv"":128,""freq"":1},""3115"":{""daycount"":19,""pv"":111,""freq"":1},""3016"":{""daycount"":3,""pv"":58,""freq"":2},""1297"":{""daycount"":1,""pv"":42,""freq"":2},""1597"":{""daycount"":1,""pv"":3,""freq"":3},""1695"":{""daycount"":1,""pv"":8,""freq"":3},""2868"":{""daycount"":2,""pv"":12,""freq"":1},""1659"":{""daycount"":9,""pv"":55,""freq"":1},""274"":{""daycount"":3,""pv"":58,""freq"":2},""277"":{""daycount"":4,""pv"":25,""freq"":1},""156"":{""daycount"":1,""pv"":22,""freq"":2},""532"":{""daycount"":14,""pv"":119,""freq"":2},""157"":{""daycount"":1,""pv"":50,""freq"":2},""754"":{""daycount"":1,""pv"":7,""freq"":2},""1480"":{""daycount"":19,""pv"":167,""freq"":1},""3021"":{""daycount"":2,""pv"":12,""freq"":2}}","{""45"":{""daycount"":1,""pv"":22,""freq"":2},""47"":{""daycount"":2,""pv"":30,""freq"":2},""48"":{""daycount"":1,""pv"":22,""freq"":2},""26"":{""daycount"":19,""pv"":403,""freq"":1},""28"":{""daycount"":10,""pv"":65,""freq"":2},""29"":{""daycount"":11,""pv"":2100,""freq"":2},""145"":{""daycount"":19,""pv"":167,""freq"":1},""144"":{""daycount"":1,""pv"":9,""freq"":3},""147"":{""daycount"":1,""pv"":42,""freq"":2},""105"":{""daycount"":10,""pv"":33,""freq"":2},""104"":{""daycount"":5,""pv"":39,""freq"":1},""148"":{""daycount"":2,""pv"":6,""freq"":2},""6"":{""daycount"":14,""pv"":123,""freq"":2},""91"":{""daycount"":1,""pv"":3,""freq"":3},""93"":{""daycount"":3,""pv"":56,""freq"":2},""95"":{""daycount"":27,""pv"":19824,""freq"":2},""97"":{""daycount"":2,""pv"":8,""freq"":3},""31"":{""daycount"":19,""pv"":148,""freq"":2},""98"":{""daycount"":3,""pv"":116,""freq"":2},""32"":{""daycount"":1,""pv"":213,""freq"":2},""33"":{""daycount"":18,""pv"":248,""freq"":2},""11"":{""daycount"":1,""pv"":8,""freq"":2},""56"":{""daycount"":2,""pv"":49,""freq"":2},""16"":{""daycount"":2,""pv"":38,""freq"":2},""17"":{""daycount"":1,""pv"":4,""freq"":3},""18"":{""daycount"":2,""pv"":46,""freq"":3},""194"":{""daycount"":1,""pv"":9,""freq"":3},""150"":{""daycount"":19,""pv"":111,""freq"":1},""110"":{""daycount"":1,""pv"":1,""freq"":3},""113"":{""daycount"":1,""pv"":4,""freq"":3},""61"":{""daycount"":2,""pv"":12,""freq"":3},""62"":{""daycount"":4,""pv"":25,""freq"":1},""86"":{""daycount"":3,""pv"":56,""freq"":2},""20"":{""daycount"":10,""pv"":54,""freq"":1}}",liantong,201909
